,DMA_AREA,GTBible,GTQuran,GTCatholic_Church,GTMosque,GTChristianity,GTMuslim,cbsatitle,GSSProtestantRate,GSSCatholicRate,GSSJewishRate,GSSBuddaismRate,GSSMuslimRate,GSS_AREA_from_Amy,DMA_CO,CBSA_CODE
162,Norfolk-Portsmouth-Newport News VA,97.33333333333331,2.6666666666666665,86.66666666666669,13.333333333333336,82.0,18.0,1822.0,0.72027972,0.132867133,0.01048951,0.0,0.0,"Virginia Beach-Norfolk-Newport News, VA-NC",134.0,47260.0
163,North Platte NE,100.0,0.0,96.33333333333331,3.6666666666666665,85.0,15.0,,,,,,,,,
164,Odessa-Midland TX,99.0,1.0,92.33333333333331,7.666666666666668,88.0,12.0,1026.0,0.671641791,0.223880597,0.0,0.0,0.0,"Big Spring, TX",136.0,13700.0
165,Oklahoma City OK,98.0,2.0,87.33333333333331,12.666666666666664,85.0,15.0,1568.0,0.760084926,0.116772824,0.002123142,0.002123142,0.002123142,"Oklahoma City, OK",137.0,36420.0
166,Oklahoma City OK,98.0,2.0,87.33333333333331,12.666666666666664,85.0,15.0,1209.0,0.7235772359999999,0.113821138,0.0,0.0,0.0,"Enid, OK",137.0,21420.0
167,Omaha NE,96.33333333333331,3.6666666666666665,93.0,7.0,82.0,18.0,,,,,,,,,
168,Orlando-Daytona Beach-Melbourne FL,97.0,3.0,80.0,20.0,81.0,19.0,1576.0,0.651452282,0.145228216,0.024896266,0.0,0.004149378,"Orlando-Kissimmee-Sanford, FL",139.0,36740.0
169,Ottumwa IA-Kirksville MO,97.0,3.0,92.33333333333331,7.666666666666668,84.0,16.0,,,,,,,,,
170,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,98.0,2.0,90.0,10.0,86.0,14.0,,,,,,,,,
171,Palm Springs CA,97.0,3.0,89.66666666666669,10.333333333333334,82.0,18.0,1657.0,0.632653061,0.23809523800000001,0.006802720999999999,0.0,0.0,"Riverside-San Bernardino-Ontario, CA",142.0,40140.0
172,Panama City FL,97.0,3.0,88.33333333333331,11.666666666666664,84.0,16.0,,,,,,,,,
173,Parkersburg WV,99.0,1.0,88.0,12.0,84.0,16.0,1597.0,0.6179775279999999,0.213483146,0.0,0.0,0.0,"Parkersburg-Vienna, WV",144.0,37620.0
174,Peoria-Bloomington IL,96.33333333333331,3.6666666666666665,87.0,13.0,82.0,18.0,,,,,,,,,
175,Philadelphia PA,93.0,7.0,79.0,21.0,72.0,28.0,959.0,0.596296296,0.27037037,0.0074074069999999995,0.0037037040000000004,0.0,"Allentown-Bethlehem-Easton, PA-NJ",146.0,10900.0
176,Philadelphia PA,93.0,7.0,79.0,21.0,72.0,28.0,1607.0,0.42762063200000006,0.35191347799999995,0.043261231,0.004159734,0.007487521,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",146.0,37980.0
177,Philadelphia PA,93.0,7.0,79.0,21.0,72.0,28.0,989.0,0.37209302299999997,0.496124031,0.03875969,0.0,0.0,"Atlantic City-Hammonton, NJ",146.0,12100.0
178,Philadelphia PA,93.0,7.0,79.0,21.0,72.0,28.0,1647.0,0.7428571429999999,0.2,0.028571429,0.0,0.0,"Reading, PA",146.0,39740.0
179,Phoenix AZ,96.0,4.0,87.0,13.0,82.0,18.0,1609.0,0.5015384620000001,0.264615385,0.015384615,0.004615385,0.0,"Phoenix-Mesa-Scottsdale, AZ",147.0,38060.0
180,Pittsburgh PA,96.0,4.0,90.0,10.0,78.0,22.0,1615.0,0.474504249,0.389518414,0.005665722,0.0,0.0014164310000000001,"Pittsburgh, PA",148.0,38300.0
181,Portland OR,89.0,11.0,70.0,30.0,77.0,23.0,1630.0,0.576555024,0.15789473699999998,0.009569378,0.0,0.0,"Portland-Vancouver-Hillsboro, OR-WA",149.0,38900.0
182,Portland-Auburn ME,87.66666666666669,12.333333333333336,86.0,14.0,72.0,28.0,,,,,,,,,
183,Presque Isle ME,100.0,0.0,92.66666666666669,7.333333333333332,83.0,17.0,,,,,,,,,
184,Providence RI-New Bedford MA,94.0,6.0,86.33333333333331,13.666666666666664,76.0,24.0,1637.0,0.317241379,0.579310345,0.013793103000000001,0.0,0.0,"Providence-Warwick, RI-MA",152.0,39300.0
185,Quincy IL-Hannibal MO-Keokuk IA,98.0,2.0,93.33333333333331,6.666666666666668,85.0,15.0,,,,,,,,,
186,Raleigh-Durham (Fayetteville) NC,96.0,4.0,72.0,28.0,82.0,18.0,1188.0,0.6756756759999999,0.094594595,0.0067567569999999995,0.0067567569999999995,0.0067567569999999995,"Durham-Chapel Hill, NC",154.0,20500.0
187,Raleigh-Durham (Fayetteville) NC,96.0,4.0,72.0,28.0,82.0,18.0,1272.0,0.783783784,0.081081081,0.013513513999999999,0.013513513999999999,0.0,"Goldsboro, NC",154.0,24140.0
188,Rapid City SD,98.33333333333331,1.6666666666666667,92.33333333333331,7.666666666666668,84.0,16.0,1645.0,0.5841584160000001,0.247524752,0.0,0.0,0.0,"Rapid City, SD",155.0,39660.0
189,Reno NV,96.0,4.0,89.0,11.0,81.0,19.0,,,,,,,,,
190,Richmond-Petersburg VA,96.0,4.0,80.66666666666667,19.33333333333333,79.0,21.0,1654.0,0.778920308,0.107969152,0.005141388,0.0,0.0,"Richmond, VA",157.0,40060.0
191,Roanoke-Lynchburg VA,81.0,19.0,48.33333333333334,51.66666666666666,58.0,42.0,1033.0,0.7132352940000001,0.073529412,0.007352941,0.0,0.0036764709999999997,"Blacksburg-Christiansburg-Radford, VA",158.0,13980.0
192,Roanoke-Lynchburg VA,81.0,19.0,48.33333333333334,51.66666666666666,58.0,42.0,1445.0,0.859060403,0.067114094,0.013422818999999999,0.0,0.0,"Lynchburg, VA",158.0,31340.0
193,Rochester MN-Mason City IA-Austin MN,86.66666666666669,13.333333333333336,83.66666666666667,16.333333333333332,77.0,23.0,,,,,,,,,
194,Rochester NY,94.0,6.0,86.33333333333331,13.666666666666664,76.0,24.0,1663.0,0.45497630299999997,0.355450237,0.018957346,0.004739335999999999,0.0023696679999999997,"Rochester, NY",160.0,40380.0
195,Rockford IL,97.0,3.0,87.66666666666669,12.333333333333336,81.0,19.0,,,,,,,,,
196,Sacramento-Stockton-Modesto CA,94.0,6.0,80.0,20.0,78.0,22.0,1677.0,0.510460251,0.19246861899999998,0.016736402,0.0041841000000000005,0.0,"Sacramento--Roseville--Arden-Arcade, CA",162.0,40900.0
197,Sacramento-Stockton-Modesto CA,94.0,6.0,80.0,20.0,78.0,22.0,1504.0,0.41025641,0.341880342,0.0,0.0,0.0,"Modesto, CA",162.0,33700.0
198,Salisbury MD,97.0,3.0,90.66666666666669,9.333333333333334,80.0,20.0,,,,,,,,,
199,Salt Lake City UT,95.0,5.0,84.0,16.0,75.0,25.0,1685.0,0.542372881,0.06779661,0.0,0.0,0.0,"Salt Lake City, UT",164.0,41620.0
200,Salt Lake City UT,95.0,5.0,84.0,16.0,75.0,25.0,1638.0,0.927083333,0.020833333,0.0,0.0,0.0,"Provo-Orem, UT",164.0,39340.0
201,San Angelo TX,99.0,1.0,93.33333333333331,6.666666666666668,87.0,13.0,,,,,,,,,
202,San Antonio TX,97.33333333333331,2.6666666666666665,90.0,10.0,85.0,15.0,1687.0,0.26984127,0.428571429,0.0,0.0,0.0,"San Antonio-New Braunfels, TX",166.0,41700.0
203,San Diego CA,95.0,5.0,84.0,16.0,79.0,21.0,,,,,,,,,
204,San Francisco-Oakland-San Jose CA,91.0,9.0,75.0,25.0,72.0,28.0,1697.0,0.548780488,0.286585366,0.030487805,0.0,0.0,"Santa Rosa, CA",168.0,42220.0
205,San Francisco-Oakland-San Jose CA,91.0,9.0,75.0,25.0,72.0,28.0,1689.0,0.361620795,0.28899082600000003,0.025229357999999997,0.014525993999999999,0.0022935779999999997,"San Francisco-Oakland-Hayward, CA",168.0,41860.0
206,Santa Barbara-Santa Maria-San Luis Obispo CA,96.0,4.0,86.0,14.0,81.0,19.0,,,,,,,,,
207,Savannah GA,98.0,2.0,86.66666666666669,13.333333333333336,83.0,17.0,1700.0,0.671052632,0.111842105,0.006578947,0.0,0.013157895,"Savannah, GA",170.0,42340.0
208,Seattle-Tacoma WA,93.0,7.0,76.33333333333333,23.66666666666667,77.0,23.0,1019.0,0.528089888,0.179775281,0.0,0.005617978,0.0,"Bellingham, WA",171.0,13380.0
209,Seattle-Tacoma WA,93.0,7.0,76.33333333333333,23.66666666666667,77.0,23.0,1708.0,0.498704663,0.174870466,0.011658031000000001,0.002590674,0.002590674,"Seattle-Tacoma-Bellevue, WA",171.0,42660.0
210,Sherman TX-Ada OK,98.0,2.0,86.33333333333331,13.666666666666664,86.0,14.0,,,,,,,,,
211,Shreveport LA,98.33333333333331,1.6666666666666667,88.0,12.0,87.0,13.0,,,,,,,,,
212,Sioux City IA,98.0,2.0,95.0,5.0,87.0,13.0,,,,,,,,,
213,Sioux Falls(Mitchell) SD,97.33333333333331,2.6666666666666665,93.0,7.0,84.0,16.0,1732.0,0.559139785,0.193548387,0.0,0.0,0.010752688,"Sioux Falls, SD",175.0,43620.0
214,South Bend-Elkhart IN,97.0,3.0,92.0,8.0,86.0,14.0,,,,,,,,,
215,Spokane WA,97.0,3.0,90.66666666666669,9.333333333333334,84.0,16.0,1742.0,0.409638554,0.108433735,0.0,0.012048193,0.0,"Spokane-Spokane Valley, WA",177.0,44060.0
216,Springfield MO,99.0,1.0,89.66666666666669,10.333333333333334,88.0,12.0,1745.0,0.7565217390000001,0.086956522,0.008695652,0.0,0.0,"Springfield, MO",178.0,44180.0
217,Springfield MO,99.0,1.0,89.66666666666669,10.333333333333334,88.0,12.0,1242.0,0.465909091,0.14772727300000002,0.0,0.011363636000000002,0.0,"Fort Leonard Wood, MO",178.0,22780.0
218,Springfield-Holyoke MA,93.33333333333331,6.666666666666668,83.66666666666667,16.333333333333332,77.0,23.0,1744.0,0.307291667,0.536458333,0.026041667,0.005208333,0.0,"Springfield, MA",179.0,44140.0
219,St. Joseph MO,98.0,2.0,96.33333333333331,3.6666666666666665,84.0,16.0,,,,,,,,,
220,St. Louis MO,96.0,4.0,88.0,12.0,80.0,20.0,,,,,,,,,
221,Syracuse NY,91.0,9.0,85.0,15.0,72.0,28.0,1772.0,0.37755102,0.44897959200000004,0.010204082,0.0,0.0,"Syracuse, NY",182.0,45060.0
222,Syracuse NY,91.0,9.0,85.0,15.0,72.0,28.0,1344.0,0.29069767399999996,0.162790698,0.104651163,0.034883721,0.0,"Ithaca, NY",182.0,27060.0
223,Tallahassee FL-Thomasville GA,98.0,2.0,85.66666666666667,14.333333333333336,84.0,16.0,,,,,,,,,
224,Tampa-St. Petersburg (Sarasota) FL,97.0,3.0,84.0,16.0,82.0,18.0,1400.0,0.8097826090000001,0.157608696,0.0,0.0,0.0,"Lakeland-Winter Haven, FL",184.0,29460.0
225,Tampa-St. Petersburg (Sarasota) FL,97.0,3.0,84.0,16.0,82.0,18.0,1777.0,0.572301426,0.24032586600000003,0.00814664,0.00203666,0.0,"Tampa-St. Petersburg-Clearwater, FL",184.0,45300.0
226,Terre Haute IN,98.0,2.0,89.0,11.0,86.0,14.0,,,,,,,,,
227,Toledo OH,95.0,5.0,87.0,13.0,78.0,22.0,,,,,,,,,
228,Topeka KS,97.0,3.0,92.33333333333331,7.666666666666668,84.0,16.0,1790.0,0.592417062,0.213270142,0.0,0.0,0.004739335999999999,"Topeka, KS",187.0,45820.0
229,Traverse City-Cadillac MI,97.66666666666669,2.333333333333333,93.33333333333331,6.666666666666668,81.0,19.0,,,,,,,,,
230,Tri-Cities TN-VA,99.0,1.0,85.0,15.0,88.0,12.0,1360.0,0.945454545,0.03030303,0.0,0.0,0.0,"Johnson City, TN",189.0,27740.0
231,Tucson (Sierra Vista) AZ,95.0,5.0,89.0,11.0,81.0,19.0,1796.0,0.433962264,0.33962264200000003,0.018867925,0.0,0.0,"Tucson, AZ",190.0,46060.0
232,Tulsa OK,92.0,8.0,74.0,26.0,76.0,24.0,,,,,,,,,
233,Twin Falls ID,98.0,2.0,88.0,12.0,80.0,20.0,,,,,,,,,
234,Tyler-Longview(Lufkin & Nacogdoches) TX,99.0,1.0,87.33333333333331,12.666666666666664,88.0,12.0,,,,,,,,,
235,Utica NY,90.0,10.0,82.66666666666667,17.333333333333332,68.0,32.0,,,,,,,,,
236,Victoria TX,97.33333333333331,2.6666666666666665,88.0,12.0,88.0,12.0,1739.0,,,,,,"Victoria TX* (Victoria county, TX)",196.0,47020.0
237,Waco-Temple-Bryan TX,98.0,2.0,88.0,12.0,86.0,14.0,1825.0,0.756457565,0.15498155,0.007380074,0.0,0.0,"Waco, TX",197.0,47380.0
238,Washington DC (Hagerstown MD),90.0,10.0,76.0,24.0,72.0,28.0,1152.0,0.607142857,0.125,0.0,0.0,0.0,"Cumberland, MD-WV",198.0,19060.0
239,Washington DC (Hagerstown MD),90.0,10.0,76.0,24.0,72.0,28.0,1837.0,0.531850354,0.225480283,0.03437816,0.003033367,0.009100101,"Washington-Arlington-Alexandria, DC-VA-MD-WV",198.0,47900.0
240,Watertown NY,90.66666666666669,9.333333333333334,88.66666666666669,11.333333333333336,76.0,24.0,,,,,,,,,
241,Wausau-Rhinelander WI,98.0,2.0,93.0,7.0,83.0,17.0,,,,,,,,,
242,West Palm Beach-Ft. Pierce FL,97.0,3.0,84.0,16.0,82.0,18.0,1489.0,0.440806045,0.295969773,0.070528967,0.0,0.003778338,"Miami-Fort Lauderdale-West Palm Beach, FL",201.0,33100.0
243,Wheeling WV-Steubenville OH,98.0,2.0,95.0,5.0,84.0,16.0,1845.0,0.596273292,0.304347826,0.0,0.0,0.0,"Weirton-Steubenville, WV-OH",202.0,48260.0
244,Wheeling WV-Steubenville OH,98.0,2.0,95.0,5.0,84.0,16.0,1850.0,0.806666667,0.166666667,0.0,0.0,0.0,"Wheeling, WV-OH",202.0,48540.0
245,Wichita Falls TX & Lawton OK,98.66666666666669,1.3333333333333333,87.66666666666669,12.333333333333336,86.0,14.0,1852.0,0.917910448,0.052238806,0.0,0.0,0.0,"Wichita Falls, TX",203.0,48660.0
246,Wichita-Hutchinson KS,97.33333333333331,2.6666666666666665,93.66666666666669,6.333333333333332,87.0,13.0,,,,,,,,,
247,Wilkes Barre-Scranton PA,96.0,4.0,89.33333333333331,10.666666666666666,79.0,21.0,959.0,0.596296296,0.27037037,0.0074074069999999995,0.0037037040000000004,0.0,"Allentown-Bethlehem-Easton, PA-NJ",205.0,10900.0
248,Wilmington NC,98.0,2.0,88.0,12.0,83.0,17.0,1858.0,0.786666667,0.12,0.013333333000000001,0.0,0.0,"Wilmington, NC",206.0,48900.0
249,Wilmington NC,98.0,2.0,88.0,12.0,83.0,17.0,1531.0,0.7894736840000001,0.11842105300000001,0.0,0.0,0.0,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",206.0,34820.0
250,Yakima-Pasco-Richland-Kennewick WA,97.0,3.0,92.0,8.0,85.0,15.0,1375.0,0.49367088600000003,0.28481012699999997,0.0,0.0,0.0,"Kennewick-Richland, WA",207.0,28420.0
251,Youngstown OH,97.0,3.0,88.66666666666669,11.333333333333336,83.0,17.0,1873.0,0.385321101,0.42201834899999996,0.0,0.009174311999999999,0.0,"Youngstown-Warren-Boardman, OH-PA",208.0,49660.0
252,Yuma AZ-El Centro CA,98.0,2.0,92.66666666666669,7.333333333333332,90.0,10.0,,,,,,,,,
253,Zanesville OH,100.0,0.0,89.66666666666669,10.333333333333334,83.0,17.0,,,,,,,,,
254,,,,,,,,1543.0,0.49142857100000004,0.34571428600000004,0.034285714,0.0,0.002857143,,,
255,,,,,,,,1688.0,0.42213883700000004,0.30956848,0.013133208,0.003752345,0.005628518000000001,,,
256,,,,,,,,1694.0,0.418803419,0.205128205,0.034188034,0.0,0.0,,,
257,,,,,,,,1706.0,0.650306748,0.17177914100000002,0.0061349690000000005,0.0,0.0,,,
258,,,,,,,,1750.0,0.593055556,0.275,0.020833333,0.001388889,0.002777778,,,
